playlist_name,playlist_id,playlist_uri,owner,tracks_count
Metaltown 2013,7LxjY6mdINPgSVhILU2nk6,spotify:playlist:7LxjY6mdINPgSVhILU2nk6,Spotify,22
Hultsfred 2013,0pTJgTL7GIhxto5z35Rfwu,spotify:playlist:0pTJgTL7GIhxto5z35Rfwu,Spotify,39
Putte i Parken 2013,3JqYduMX06DjhsJRBG4kN5,spotify:playlist:3JqYduMX06DjhsJRBG4kN5,Spotify,11
Getaway Rock 2013,4ftQXs8PU4QMqPLMaJG7QT,spotify:playlist:4ftQXs8PU4QMqPLMaJG7QT,Spotify,29
Bråvalla Festival 2013,74Wbo0ObpdSDnCIGvEDHOk,spotify:playlist:74Wbo0ObpdSDnCIGvEDHOk,Spotify,41
Peace & Love 2013,5Q9dGaDLzwijaWkI4yFfSk,spotify:playlist:5Q9dGaDLzwijaWkI4yFfSk,Spotify,45
Sonisphere,2fC7gpl3V9MmCc8gBPHc66,spotify:playlist:2fC7gpl3V9MmCc8gBPHc66,Spotify,851
Gainsville Stockholm 2012,6ClBNzH2PMh2jvkEuSFBFJ,spotify:playlist:6ClBNzH2PMh2jvkEuSFBFJ,Spotify,10
Ystad Sweden Jazzfestival 2012,0DH66SG2vZ7dIocTxxA5q9,spotify:playlist:0DH66SG2vZ7dIocTxxA5q9,Spotify,32
Storsjöyran 2012,2XQnLAZo27gz7VGRBl34l9,spotify:playlist:2XQnLAZo27gz7VGRBl34l9,Spotify,61
Emmaboda 2012,4muFXNJjmJvLWdHmx0PKYO,spotify:playlist:4muFXNJjmJvLWdHmx0PKYO,Spotify,48
Stockholm Music & Arts 2012,6lrsZHHFL65pjpDcjv6sFi,spotify:playlist:6lrsZHHFL65pjpDcjv6sFi,Spotify,32
Popaganda 2012,0mJut6QO3dUUAOJlBPujT1,spotify:playlist:0mJut6QO3dUUAOJlBPujT1,Spotify,22
Metaltown 2012,6cSO5pHOCQxoEiXYDPa3Uq,spotify:playlist:6cSO5pHOCQxoEiXYDPa3Uq,Spotify,45
Urkult 2012,7b1rMSnmiYfj8nH8spIjxF,spotify:playlist:7b1rMSnmiYfj8nH8spIjxF,Spotify,18
Sweden Rock Festival 2012,2xxkK8eaOyM6JRhHOheZBZ,spotify:playlist:2xxkK8eaOyM6JRhHOheZBZ,Spotify,75
Hultsfred 2012,26yS4HN010lrCBBlCbjF2b,spotify:playlist:26yS4HN010lrCBBlCbjF2b,Spotify,93
Putte i parken 2012,5eRHTcvWyEU0MEzNOiR2j1,spotify:playlist:5eRHTcvWyEU0MEzNOiR2j1,Spotify,79
Getaway Rock 2012,4mM7tVGeVv4dOFPTlftofk,spotify:playlist:4mM7tVGeVv4dOFPTlftofk,Spotify,71
Peace & Love 2012,7DcfXNVB5WpzYwCkqBaVDx,spotify:playlist:7DcfXNVB5WpzYwCkqBaVDx,Spotify,159
Sveriges Nationaldag,33eWAE7F4bBUAjGtJVtCYB,spotify:playlist:33eWAE7F4bBUAjGtJVtCYB,Spotify,41
New year's eve by Icona Pop,3ukqAcaahACMyRzpkwHXew,spotify:playlist:3ukqAcaahACMyRzpkwHXew,Spotify,16
Swing in the New Year,5zyeLrOc31CPX7uk9xNL7y,spotify:playlist:5zyeLrOc31CPX7uk9xNL7y,Spotify,20
Alternative New Year's Eve,214Nwj78JwTfjSeQxbGxeX,spotify:playlist:214Nwj78JwTfjSeQxbGxeX,Spotify,28
Raw Expression,3yUO32lGCEnAfFGORSEsy4,spotify:playlist:3yUO32lGCEnAfFGORSEsy4,Spotify,42
Intervju med Seinabo Sey,2k9EArKbf7N3QUmuNJHSo8,spotify:playlist:2k9EArKbf7N3QUmuNJHSo8,Spotify,3
The official Bråvalla Festival playlist 2017,5sk53m6HgZorO1RDUkaiIZ,spotify:playlist:5sk53m6HgZorO1RDUkaiIZ,Bråvalla Festival,159
International Playboy,73boXMJz9iBoXxQVFZ94r5,spotify:playlist:73boXMJz9iBoXxQVFZ94r5,Spotify,23
National Blood Week,2y74Ha0ztRUcIYmqITh0D4,spotify:playlist:2y74Ha0ztRUcIYmqITh0D4,Spotify,25
Most Listened To British Dads on Spotify,1k9jG0FUp7BcrAF1MZSabO,spotify:playlist:1k9jG0FUp7BcrAF1MZSabO,Spotify,20
dw-c,5ji4GZJpll6twskFvKxiHx,spotify:playlist:5ji4GZJpll6twskFvKxiHx,Spotify,50
dw_g,40VxbK9NqccdUDUpiUXmbp,spotify:playlist:40VxbK9NqccdUDUpiUXmbp,Spotify,30
Top Shower Songs,0RTz1jFo5BXGPfI8eVf8sj,spotify:playlist:0RTz1jFo5BXGPfI8eVf8sj,Spotify,100
foodora dinner playlist,4lgseztVwmKQ8MNETPVIny,spotify:playlist:4lgseztVwmKQ8MNETPVIny,Spotify,25
